name,rating,review
Ngô Thị Yến Vy,5,"máy có dung lượng pin lớn, có 2 sim sử dụng rất tiện lợi"
Khánh An,5, lẽ ra nên mua redmi 10c ngày từ đầu
Huỳnh Văn Sang,5, cấu hình 2 con may nao tốt hon
Đỗ Tiến Phát,5, phát nhạc bluetooth ra amply hay
Như Quynh,5," lướt mượt, chụp hình đẹp nét cực kỳ, sạc siêu nhanh đáng tiền bỏ ra"
Đỗ Như Quỳnh,5, khá xịn sò so với giá bán
đỗ lộc,5,"cam đẹp,pin dùng được lâu, máy dùng rất mượt, rất hài lòng"
XUÂN,4,dùng rất tốt và pin rất bền có thể dùng cả tuần nếu không vào trò chơi
Hoàng Dũng,5,"máy rất ổn, pin trâu, sạc pin chỉ tầm 30p đã đầy, lúc call video thì âm lượng hơi nhỏ"
Trung Nghĩa,4, nhất định mình sẽ còn quay lại fpt
Nguyễn Đình Thương,5,"còn redmi 10c này dùng rất tốt các tác vụ bình thường rất mượt mà mà khi chơi game máy gần như không có nhiệt độ liên quân bật max setting mà fps 60,61 đều đều nhưng bắt sóng kém quá,sạc hơi chậm gần 2h30 là đầy pin,màn hình thì ở mức độ đủ dùng không quá tệ,cam chụp ổn trong tầm giá mong hãng ra bản cập nhật khắc phục tình trạng bắt wifi kém thì quá tốt"
Đinh Văn Việt,5,"máy có thiết kế rất tốt phù hợp, hiệu năng thì cực kì tốt với các game có mặt trên ch play hiện tại"
 Giang Ninh,5,giá tầm trung mà sử dụng khá là ổn
 Nguyễn Quang Minh,5,"dịch vụ tốt, sản phẩm dễ sử dụng, âm thanh hình ảnh tốt "
Dung,5,"máy giá rẻ xài ổn lắm lun ,"
Liên,5, nhất định mình sẽ còn quay lại fpt
Mạnh,5,"màn hình máy đẹp cực kỳ luôn, không có gì để chê cả"
MINH,5,"tuyệt vời, cảm ơn thế giới di động rất nhiều"
Võ,5," khung máy rất chắc chắn, nếp gấp dùng dần sẽ quen thôi"
trần đức hiếu,5,"máy đẹp, bắt mắt, nhanh và rất nhạy, mình đã mua và rất ưng sản phẩm này"
Đinh Thị Vui,4,với mức giá tầm 4tr như vậy thì đây là chiếc điện thoại tốt ạ
Đạt,4,máy ổn nhưng tại sao không chia đôi màn hình được vậy ạ 
Vũ,4,sau 1 thời gian sử dụng thì mình thấy rất là tốt mọi thứ nhưng mà từ lúc mới mua về thì mình đã để ý là loa trên nhỏ hơn loa dưới rồi thì không biết là do lỗi hay do máy vốn đã như vậy nhỉ
Quốc Bình,5,"máy tốt trong tầm giá, hiệu năng ổn định, nghe gọi, lướt web tốt"
Thảo Tiên,5,"mình mua cho mẹ mình xài , không sử dụng gì nhiều , chủ yếu là nghe và gọi "
Nguyễn Thiện,5, khi sạc đến 100% thì em dùng rất lâu khoảng 1 tiếng thì pin mới tụt 1% và sau đó thì nó tụt vèo vèo :((
Minh Uý,5," máy kết nối 5g nhanh, chụp ảnh đẹp lắm"
Nguyễn Anh,5,"máy dùng cũng được khá mượt tốt, màu bạc đẹp"
 Le Trung Son,5,"hỗ trợ tính năng selfie đêm, selfie chân dung xóa phông rất đặc sắc"
Nam Vo,5,mua điện thoại là đến tgdd tôi chẳng cần test làm gì
Thanh Nha,5, hi vọng sẽ dùng được lâu dài
Tường,2,"ít khi dùng nên không để ý , chán chả buồn nói"
Huyền,1,vì cv phải cài ứng dụng nhiều chứ không mình cũng chả mua cái này
Phan Trung Ảnh,1,máy như gì nv tư vấn chơi game tốt lắm mua về chơi méo được gì mất tiền oan
,1,"máy bị lỗi unlock 20091, không nhận thẻ nhớ, pin báo ảo, sạc 3-4 tiếng, nhiều lúc tụt pin quá nhanh, màn sáng yếu như đã bị thay ép lại"
Đỗ Thế Khanh,2,"tại sao mới mua về thì sạc vô cực nhanh, còn như lần sạc sau pin vô cực chậm 3h mới vô đầy pin trong khi củ sạc 33.0w"
,1,hàng trung quốc hàng rởm không cài được bán đi thì được 100k
Nghị,1, đây là lần cuối cùng mua sản phẩm tại đây
Nguyễn Văn Nam,1, chứ bán thế này mất hết uy tín
Lở,2,máy hết pin nhanh nóng chưa chơi được 5 phút đã nóng hôm nay ra đối nhưng chưa đóng cửa rồi
Quỳnh Dao,2," vẫn không khắc phục được, nó lỗi bắt wifi và cả 3g"
Hiếu,1,điện thoại gì hết lỗi camera giờ tới nhắn tin bị mất chữ
Trịnh Viết Đỗng,2,chạy mạng chậm hơn cả reno 5
Duy,1,mới mua về sử dụng mới được một tí sử dụng tác vụ bình thường đã thấy ấm ấm máy rồi nóng dần lên pin thì tụt nhanh mua máy không được cận cảnh bóc hộp mà lại phải mua trên giàn trưng bày
Minh,1,quá tuệ cho 1 sản phẩm tầm trung 6990 mà không tai nghe
Lâm Minh Phú,1,xài được 1 ngày máy không đụng chạm gì tự nhiên tắt nguồn
Lê Tuấn Kiệt,2," khoảng 1 tháng đầu thì sử dụng bình thường, nhưng mới mấy ngày gần đây thì máy tụt pin hơi nhanh"
Nguyên Văn Nam,1,giá thành không đi với chất lượng dùng rất chán bin nhanh hết 
Quý,2,"zalo facetime hay bị đứng hình, loa điện thoại hay bị rè, pin 4000 nhưng dùng có vẻ mau hết, xài nhiều dòng tầm trung từ 7 đến 10tr toàn khá tệ"
,2,hàng điện tử biết là có lúc lỗi nhưng mà shop này tính bán là thôi nha mang
Võ Thị Tường Vi,2,mỗi mùa 1 ngày mà pin tụt rất nhanh
Lê Hồng Phúc,1,1 wifi íu sóng yếu 2 chụp hình khá sấu 
Nguyễn Nhật Thành,1,giờ lại lỗi wifi chập chờn
,2,dính micloud không sử dụng điện thoại được ib shop thì trả lời lâu
Tuyến Đinh,2,mua rất nhiều lần điện máy xanh từ laptop đến điện thoại nhưng lần này thất vọng chất lượng kém 
Lành Hoàng Ân,2,2 tháng sử dụng máy bắt đầu có lỗi về nguồn
Nguyen Van Phong,1," lỗi nhiều điểm: pin 5000 nhưng hao pin cực nhanh, bắt sóng wifi và 4g kém, hay bị đứt mạng; load ứng dụng chậm; lỗi về thoại đi và kiểm tra tài khoản báo mmi không hợp lệ"
TOÀN,2,bán mắc hơn thị trường 1 triệu mấy
Nguyễn Thị Kim Thúy,1, màn hình chỉnh chạm 2 lần đánh thức thì hồi được hồi không
Tiến Sơn,1,"máy tự động xóa danh bạ, ảnh hưởng rất nhiều công việc"
Hoài,2,"1) điện thoại đang sử dụng tự nhiên đơ luôn 2) khi tắt ứng dụng chạy ngầm rồi thoát ra vô lại xem còn chạy ngầm không thì nó vẫn chạy dù lúc đó không mở app nào khác, cũng có lúc tự nhiên ứng dụng chạy ngầm quá trời luôn không biết lí do vì sao nó chạy luôn 3) pin thì qua đêm mất tầm 15% đã tắt wifi 4) máy thỉnh thoảng nóng lên bất thường ( theo mình nghĩ thì do lý do số 2) 5) loa thì lâu lâu bị rè rè sau 5 tháng sử dụng cảm thấy thất vọng tràn trề"
Diệu,2, rất thất vọng sẽ không giới triệu người thân điện thoại này
Hào,1, lỗi cảm biến tiệm cận 4
Trần Thị Thắm,1,"máy rất tệ, khuyên mọi người đừng nên mua"
Phú,2, các loại mái khác ví dụ như oppo đời 2020 dùng đến bây giờ pin vẫn tươi mới 
Nguyễn Thị Trinh,2, lỗi bong bóng chat messenger lúc hiện lúc không
Mai Thanh Sơn,2," xưa dùng redmi 7, 8 thì còn chức năng đèn thông báo ( như hình chụp ) giờ mua redmi 10c , nó bỏ lun chức năng ấy "
Dương Thi Ngoc Nhung,2, tư vấn cấu hình ngon mạnh chơi game xem phim không sao
,2,"nhưng do shop bán đắt hàng hay sao không thèm tl tin nhắn"
,1, treo đầu dê bán thịt chó
,1,"máy bị ăn nguồn, cứ một ngày là hết pin,  mặc dù sử dụng rất ít, củ sạc hơi nóng"
Thuận Nguyễn,1,"hứa luôn, cả cuộc đời không dám mua xiaomi dòng này, quá tệ, gọi video call facebook nó mờ không thể tả được, xem clip cũng mờ luôn, chất lượng ảnh quá tệ trong khi full hd"
MI,1,không bảo thành khi xài chưa 1 thang
Tào Quốc Toán,1,mở chế độ 4g và bắt wifi vào mạng rất lag trong khi mạng wifi rất căng
Võ Hoàng Lam,2,"pin tệ quá, rất nhanh hết pin, mình không biết chế độ tiết kiệm pin kiểu gì mà ngốn pin nhanh vậy không biết"
Võ Minh Khương,1, hối hận đấy mình mua xài chưa được 1 tháng mà thấy bị lag hoài 
Ngo Duy Linh,1, phần gọi điện thoại thì bấm số gọi cũng chậm nữa
,1, chấp nhận mất tiền để tặng 1*
Trang Hoàng Sơn,2,có khi sử dụng bình thường cũng đơ máy còn chơi game thì thôi rồi
Bình,2, lúc nào cũng phải bật 4g sợ đang lên thì đứt dây đàn )
Châu Anh,1,mua mới được có 5 ngày về sập nguồn :)) ra tgdd thò bảo phải chờ đợi 7-14 ngày
Lý Thành Trình,1,"dòng này rất nhiều lỗi, khuyên ae không nên mua"
Đoàn Văn Khánh,1, bán toàn đồ kém chất lượng ạ
Bình,2, thật sự bỏ ra 7.5tr là quá tệ
Nguyễn Hoàng Tuấn,2,"máy màn hình cảm ứng lâu lâu bị đơ , chạy chậm , giật lag "
Hồ Xuân Thủy,2, mình thích nghe nhạc không lời mà mua máy này xong không nghe nhạc không lời nỗi
Đặng Sinh,1,nói chung là con điện thoại này rất tệ
Đặng Kiều Trân,2," đến tháng 6-7 là máy nóng, tụt pin trong 30 ' là hết sạch"
Văn Huy,2,"pin tụt nhanh , chạy ngầm nữa "
MAI HỮU PHÚC,1,mới mua được 1 tuần thì sản phẩm chơi game cứ bị thoát ra rất ức chế tôi cảm thấy sản phẩm quá tệ đối với chúng tôi mong có thể hỗ trợ giúp điện thoại của tôi có thể chơi game mượt hơn và hệ điều hành tốt nhất có thể nha
Trần Quốc Bìnn,1, không sử dụng gì để điện thoại không cũng tụt pin chóng mặt luôn
Hồ Thị Kiều Diễm,2, những thứ còn lại thì ổn
Đoàn Thị Ngọc Thẩm,2, không xài thường xuyên để máy không cũng tự động tụt pin quá nhanh
Nguyễn Đức Trọng,2, và nói phiên bản trước kia chỉ là thử nghiệm 
Lý Việt Phong,1, quay video mà máy báo nóng không thể quay được luôn
Thảo,2,với giá tiền này tôi khuyên các b không nên mua con này
Dương Hoài Đảm,2,minh xài gần nửa tháng mà không hiểu tại sao đứng màn hình không bấm được khoản 7_8 phút mới bấm được
Mẫn,1,bỏ tiền ra mua cái máy cùi mía vừa nóng vừa hở vừa xấu quá tệ
Táo,2,gần 19 triệu mà không có nổi chống rung khi quay video
,1,không chụp hình phần jac sạc điện thoại
Hoàng Long,1,máy sài hao pin bỏ mẹ
Hân,2, lần đầu chọn hãng này cũng như lần cuối
Thủy,2," mua từ tháng 4 đến tháng 7 đơ đến 5 lần, so với vsmart mua 3 trd dùng 2 năm hơn đơ tầm 3 lần"
Thanh Thúy,2,"máy cam xấu cực kì , pin 5000 mà nhanh hết pin khủng khiếp, đang sử dụng hay bị giật giật màn hình, nhiều lúc còn bị sập nguồn đứng im"
,1, trong khi đặt gói điện thoại+pin xịn
Ngô Thị Như Thảo,1, mà về cả pin và chất lượng chụp ảnh còn thua redmi note 9s nhiều
Nguyễn Huy Hoàng,2, chơi game hay gặp tình trạng lag giật
,1,sạc đầy để không cũng hết pin
,2, mới mà loa bị hỏng phải sử dụng loa ngoài 
Nguyễn Duy Phương,1, pin rất tệ ( chỉ mở máy chưa xem youtube hay nhạc) pin tụt vù vù
Nguyễn Văn Ngọc,1,"điện thoại rất tệ, bản cao nhất ram 6g, bộ nhớ 128gb nhưng xử lý rất chậm và đơ"
An,1,"hình ảnh nhạt màu , độ phân giải kém , hình ảnh mờ , thử lần đầu hãng mới vivo mà thấy thất vọng"
,1, ra quán sửa cũng không được
Hà Linh,1, thậm chí còn không tắt đi được luôn
,2,"máy tốt nhưng dây sạc hỏng buồn mới mua đã vậy r, snnsnsnnsjsjsjsj"
,1,"hàng khác mô tả, shop không giải đáp thắc mắc, lắp sim không có sóng với điện loại lỗi"
Nguyễn Đình Quí,2, chưa từng thấy con chip nào tệ vậy 
Nguyễn Thạch Hoàng Tuấn,1, mình mua con a12 về so sánh thì tầm tiền này nên mua a12 rẻ mà ngon hơn
,1,mua về xong hư luôn sạc không vô pin
Ngô Tài Vinh,2,phần đa nhiệm ( máy coi như không có) tất cả phải load lại từ đầu hết
Trung Ngọc,2, giá 8.990.000đ mà như thế này thì thật sự khá tệ
Nguyễn Quyết Thắng,1, mình nằm trên giường cách ổ mạng có có 8 bước chân mà cực kì kém lun
Sửa,2,điện thoại thì mau hết pin quá mới mua -03-10 tải thì rất là chậm 
Nguyen Hung,2,"mới mua hồi 7/3 dùng tới giờ mà loa đã thấy rè rè rồi, mặc dù không nghe nhạc và xem cũng chỉ dám mở nữa cột âm thanh"
Hảo Hoàng,1, các bạn chưa mua đừng nên nghe ngta đánh giá
Minh Voi,2, mới dùng 1 ngày pin chai mất 6% đo bằng phần mềm accubattery 
Tran Thien,2, loa chính của máy dù trang bị loa kép nhưng lại khá nhỏ không được to nên khi chơi game hoặc nghe nhạc xem phim thì phải luôn bật âm gần hết cỡ mới nghe được
Dương,1,máy bắt sóng quá kém có thể khắc phục không
Vũ Thị Loan,1,loa gọi zalo messenger lúc to lúc nhỏ
Đỗ Thị Ánh,2, không xứng đáng với giá tiền cho lắm
Nguyễn Thái Học,2,xài 4g còn được chứ bắt wifi thua con j5 cùi bắp
Nguyễn Thị Tú Nu,2, rồi loại thì nói chuyện hồi lâu thì rè loa
Đạt,2, chứ ae dùng mà có chơi game hoặc chạy 1 ứng dụng liên tục thì nóng như hòn than
Xuân,2,nhiều lúc thấy bực cả mình
Nguyễn Thị Tú Nu,2,điện thoại đang xem nhảy qua chế độ khác
Đỗ Nguyên Kỳ,2,máy sử dụng hay bị nóng pin
Nguyễn Đông Anh,1, kêu mang lên hãng thì thì lên cũng chả làm được gì
Duy,1,gọi lên thì bảo gửi hãng kt 
,1,"khuyên anh em không nên mua nha, điện thoại không như mô tả mới 95-99% , chỉ thay được cái vỏ, pin cũ chai pin, sạc 8 tiếng đầy cầm lên xài vài phút sập nguồn"
Thành,1,bực mình cái chế độ không làm phiền
,1," cuối cùng phải ra tiệm mua lại cái khác, shop rút kinh nghiệm nhé"
Lê Ngô Hậu,1, đang chơi game( game nhẹ ) thì tự sập nguồn khởi động lại
Đặng Việt Hoàng,1, ngày mai mà bị nữa thì tôi xin chịu lỗ vậy chán cục gạch của nokia lắm
,2,"hàng không phải nguyên bản, vỏ bàn phím đã thay hàng gia công chất lượng trung bình, mic bị rè chói "
Nguyễn Kim Lâm,2, nếu dùng 1 năm không biết được mấy tiếng nữa
,1, sang ngày 2 pin hỏng luôn
HÀ,2,không biết sao máy mình mua gọi video 15p là nóng máy
Nguyễn Thị Thủy Tiên,1,điện thoại chụp hình hay quay video rất xấu
,2,"hàng thì đẹp, vận chuyển nhanh, phản hồi tin nhắn rất chậm"
Trâm,2,mới mua được 2 tuần mấy mà dạo này đang dùng cứ bị thoát ra
Hứa Hồng,2," sau gần 1 tháng dùng điện thoại này, khi chơi game như liên quân thấy bắt wifi yếu, dùng 4g cũng lag, vào game lâu khi ra màn hình chính thì mất luôn hình nền đã chọn, phải chờ gần 30s để hệ thống load màn hình chính"
Quỳnh Dao,2, lát sau tin nhắn và cuộc gọi nhỡ ồ ạt
Quang Kiệt,2,thông báo ứng dụng của messenger sao lâu lâu nó không hiện lên vậy mọi người ơi
Phạm Thị Hoài,1, hình ảnh khi lướt facebook không chân thực
Vi,1," tới 1 tuần hơn bắt đầu đơ màn hình , loa rè , mút tắt 2 bên sườn không ăn , cảm ứng tệ vô cùng , không trượt mà cũng không làm được gì , thất vọng ghê"
Nguyễn Thị Yến Thương,1, mới dùng 3 tháng mà điện thoại bị đơ
Nguyễn duy anh,1, lời khuyên chân thành không nên mua máy g21
Hà Linh,1,trong quá trình sử dụng màn hình bị đơ không làm j được như hình ả dưới
Nguyên,1, không biết bán máy móc kiểu gì
Nguyễn Thị Thuỳ Linh,1, chất lượng camera quá yếu nhất là khi gọi video call
Hien,2," nhưng cài rất nhiều game bắt trả phí, xoá không được"
Nguyễn Đỗ Dũng,2, tệ lắm luôn các bạn ạ
Quách Văn Hoài,2,"mới mua máy chưa đến 1 tuần, thất vọng về còn vivo y21 này, máy lag lỗi mess 4g thì yếu xìu, máy chơi game thì lag không chơi được"
Võ Văn Le,1,lúc đặt trước tư vấn được tặng masa mắt và tai nghe
Nguyễn Thành Tâm,2,điện thoại gì mà lỗi tùm lum hư vặt trùm
Bình,2,trước giờ thích mua hàng tại hệ thống vì cảm thấy chế độ hậu mãi tốt nhưng thật sự hiện tại thấy càng ngày càng tệ 
,1,điện thoại này không kích hoạt được imei nha mọi ae cẩn thận khi mua
Hoàng Thủy,2,"rất hay bị đơ, không có smart view kết nối với tivi, không có quay màn hình"
Phạm Văn Nghĩa,1, khuyên mọi người nên cân nhắc khi mua điện thoại này
Linh Huệ,2, cái samsung cũ cũng bị vậy nghĩ cũ nên vậy giờ mua cái mới cũng bị
Phạm Duy,2,thấy ngta review con này xài ổn
Thúy Hằng,1,"b hay vào cài đặt nhưng vẫn bị thoát ra em thử vào phần xóa mọi dữ liệu ( trở về lại trạng thái ban đầu) -> cũng đỡ hơn đấy, nhưng bắt đầu lại bị thoát ra liên tục"
Nhân,2,-camera lỗi khi gọi zalo rất bực mình
Nguyễn Nam,2,không thích vì giá cao so với cấu hình
Tranvannguyen,1,máy kém và nhiều lỗi khuyến cáo mọi người hạn chế sử dụng 
Ngô Thạch Kiên,2,nhiều lỗi vặt máy không mượt cho lắm 
Na,1,nói chung máy nên chỉnh nhiều thứ
Trần Thị Thạch Thảo,1,"chụp hình không đẹp, được cái vào game nhanh thôi, chơi game được"
Phan Văn Hoàng,2,đặc biệt chỉ cần buổi sáng không kết nối mạng mà trưa bật lên là thông báo nó nó nhảy cái à dựt thấy rõ
Hà Quang Trường,2,một lúc sau mới có lại
Huỳnh Tô Ký,1, không lẻ mỗi lần chơi là phải có tài nghe mới mua máy được 3 ngày
Phuong Thai,2," mở youtube thì máy không chạy được luôn, rồi tự out ra luôn"
,2,"mình mua dùm cho ng nhà"
Vu Nguyễn,1, giải thích giúp m với add
Tùng,2, dùng chưa hết một ngày đã cạn sạch tệ quá
Kim,1,mới mua về mà thấy máy bị lag
HIỂN,2, đã hoàn trả máy và nhận lại tiền
Trịnh Thị Thanh Phượng,2,"điện thoại nhanh hết pin, 4g+ mà chạy không được, nt zalo gửi không được"
Nguyễn Thị Mỹ Duyên,2,mọi thứ tốt có điều cứ bấm kết nối wifi thì lại không được thì làm cách nào để xài đây
Đào Minh Nghiêm,2,so sánh với giá tiền thì khá tệ
Hà,1, tóm lại không chấp nhận được
Tòng Lương,2,mua được hơn tháng mà như này rõ chán
Ninh,2, không bằng con lg g6 cũ
Đỗ Chí Cường,1, bắt wifi kém game thì rung lắc kinh khủng coi clip thì cà giật cà tưng
Nguyên Anh,1, chỉ mình cách khắc phục với
Trâm,2," haizz, mong được hỗ trợ ạ"
Huyền,1,ma cảm ứng không bấm được
Nguyễn Hiền,1,"camera chụp hình xấu tệ, màn hình thì nhòe nhòe, không rõ, nói chung rất hối hận khi mua"
Nguyễn Thanh Bình,1, điện thoại liên kết wifi cực kém
Vo Thi Thuy Linh,2, ra cua hàng kiem tra z mà nói bình thường
,1, xem lại chất lượng sản phẩm
Trần Thị Hường,2,"mới vừa mua hôm qua sáng dậy thấy treo máy đến giờ, tắt, mở nguồn nhưng cũng không được , chán dễ sợ"
Le Quoc Hung,1, từ lúc mua tới giờ mình chỉ sử dụng nhắn tin
Nguyễn Tuấn Vũ,2,lỗi khi gọi bên kia không nghe rõ chập chờn
Nguyễn Thị Mỹ Duyên,1,mua mới máy tháng mà xài mau hết pin cực kỳ không xài cũng hết pin luôn
Hồ Nhựt Tiến,2," củ sạc 33w nhưng thời gian đầy pin khác nhau mỗi lần sạc có khi 75 phút, có khi gần 3 giờ mới đầy, pin 5000ma nhưng có khi xài lâu hết có khi xài mau hết"
Hà Linh,1, mà em lại không có điện thoại để dùng
,2,"màn xấu + xước rất nhiều, loa mới lấy về còn tịt không nghe được"
,1,"tưởng bền ai ngờ dùng được 1 tuần hỏng luôn"
Bình,1," trước khi cập nhật miui thì lỗi mess, sau khi cập nhật thì lỗi camera"
Nguyen,1,còn gọi điện thoại van nghe được) đùng dịp lễ nen minh dinh qua lễ 2 thang 9 moi mang sua thi 3 ngay sau lai binh thuong 
Lê Anh Đat,1,5000v chua được 1 ngày đã hết
Quoc,2,chơi liên quân tụt fps lag kinh khủng 
Thai,2,điện thoại còn 3 % pin tự tắt nguồn vậy bin điện thoại có bị gì không ạ
Văn Yến Nhi,1,"n không nên mua điện thoại này, với tầm giá 5tr này m"
,1, hy vọng mọi người đừng bị giống mình
Hoàng Thị Yên,1, cập nhật phiên bản mới rồi vẫn bị văng wifi liên tục trong khi chơi pubg và liên quân
,2,còn nhiều điều khác khiến tôi không hài lòng
Sửa,2, làm sao cho cải thiện hơn ạ
,1,máy lỗi lắp sim vào không xóa hay lưu thêm số trên sim được
Lan Anh,2,"mình xài được tầm 10 tháng nhưng giờ máy giật lag rất nhiều , ngoài ra còn một số lúc bị màn hình đen thui không coi được gì , lâu lâu còn bị tắt nguồn nữa"
,1,"bàn phím bấm cứng không nhạy, dùng được tháng thì cái sạc trong lúc đang sạc nổ tung (như hình) may mà không có ai ở gần lúc đó"
,1,mua 2 cái hỏng 1 cái 
PHƯƠNG,2, pin được hơn 1 ngày là sạc
Nguyễn Hồng Sơn,1,pin 5000 nhưng tụt quá nhanh
Ngô Quý Thành,1," mình không để ý, đến sáng hôm 11/06/2022 mình mới phát hiện toàn bộ danh bạ mình lưu trên sim đã bị xóa"
Diễm,2,độ phân giải chưa tốt lắm
Phú Thọ,1,máy cấu hình yêu không đúng như quảng cáo mọi người không nên mua loại này
Lê Tùng Anh,1,"máy mua về dùng được gần 1 tháng thì bắt đầu xuất hiện tình trạng giật lag,tụt fps khi chơi game"
Lê Quang Tứ,1, camera 108 chấm chụp thua con 64 chấm
Vương,2,"t dùng được hơn tháng, thấy hao pin nhanh, 5000 mà ngày sạc 2 lần"
Như Ý,1, nhân viên bán hàng mất vệ sinh
Hung,1,quy trình bán hàng có vấn đề
Trần Minh Thanh,1,máy bắt sống cực kỳ yếu
Phan Thanh Hoàng,2,cũng không mượt lắm nhanh hết pin
Trần Văn Tâm,1," lỗi tè le hết,nghe gọi cũng bị lỗi,mạng thì chạy không nỗi,vô game liên quân cũng bị đá nói gì game nặng"
Nguyễn Hoàng Trung,1,sẽ không bao giờ quay lại mua tại thế giới di động nữa
Anh Dũng,1,"máy quá tệ chỉ có việc nhắn tin thôi mà cái bàn phím cảm ứng còn không nhận, cứ đứng treo máy, một lúc mới được có khi còn phải tắt nguồn khởi động lại, nhưng chỉ dùng khoảng 3 phút lại bị treo, vào các ứng dụng thì chậm, đơ liên tục, đã thế chỉ có mỗi cái ứng dụng shopee mà vào cứ load mãi chả được mạng wifi thì căng đét tivi xem full hd 1080 ầm ầm, chốt lại là dẹp ngay cái máy này đi bán làm gì thêm mang tiếng không uy tín"
,1,máy mua về dùng được 1 tuần bị hỏng
LỮ THỊ KIM PHỤNG,1,còn với 2 cái này đều đã được bóc trước đó 
Trần Thị Thắm,1, chất nhận mất tiền dù mới mua 1 ngày
Phạm Ngân Tâm,2,loa rè với bị lỗi là nó tự chỉnh độ sáng thấp xuống rất bực mình mọi người nên cân nhắc trước khi mua
,1,"máy không êm bàn phím bấm không được hàng kém chất lượng , không nên mua"
Vũ Hải Dương,1, chơi con vivo v20 còn ngon gấp vạn lần
Quân,2, có lúc thì 3h45p mới được 100%
Long,1,điện thoại 10 củ sài chíp 695 sợ oppo thật
Triệu Văn Sử,1,210812.016 tại sao nó lag và hay đứng hình vậy 
,1," tự nhiên khởi động động lại nhiều lần, dí tắt nguồn bật lại thì tạm thời hết"
Phan Duy Bảo,2, có xóa và tải lại nhưng không hết 
THU,2,máy hơi đơ không lướt kết nối mạng chậm
Vũ Hoàng Luân,1,điện thoại mới mua được 2 tháng mà chán quá
Huỳnh Giao,2, thực sự với mức giá này mà chất lượng quá kém
Nhi,1, giá mắc mà chất lượng sản phẩm không như mong muốn
,1,điện thoại cũ đã qua sử dụng đề nghị trả hàng
Nhất,2,"bộ nhớ quá ít, nếu nhiều tôi đã mua rồi, hy vọng có phiên bản nâng cấp bộ nhớ 256 hoặc 512"
,1, đủ thiếu gì 175k mà đi bán điện hỏng cho khách
,1,"mọi người nên nhìn đánh giá của ng cuối cùng"
,1,không được hài lòng về chất lượng
,1,"đúng máy giá rẻ hơi hở xí chỗ nút nguồn"
Trần Minh Khoa,2,máy bị dừng app out app liên tục mua thứ 7 tuần trước 1 tuần trải nghiệm khá thất vọng
Nguyễn Cẩm Hoa,2," dùng shopee mà cứ cà giật ý, khẳng định là không chơi game được"
Trần Ngọc Tuấn Vũ,2, đã thử mọi cách vẫn không được
Thuy Lai,2,điện thoại mới mua mấy ngày đã hay bị đơ
TrầM TĩNh Tâm,2,đa số lỗi nằm ở cpu
Mai Thanh Đoàn,1," mới mua cho cha được tầm tuần mà thất vọng quá, điện thoại cũ của cha mình dung lượng ít hơn điện thoại này mà xài cả tuần sạc 1 2 lần, còn điện thoại này thì ngày nào cũng phải sạc"
Minh,1, giá như snapdragon 712 cũng được !
,1, cái thứ 2 thì không tắt được màn hình để qua ngày hết pin
,2,cung không chịu xoá danh bạ truoc khi giao cho khách
Thao,1, nhân viên giao tới nói tại khách cần xem máy nên đã bóc seal cho khách xem
Tống Văn Lượng,1, thật sự chưa thấy máy của mi nhị như này bao giờ
Hoàng Long,1,biết z mua oppo reno 6 còn ngon
Nguyễn Thị Cẩm Tiên,2, bong bóng chat bật mãi vẫn không hiện lên
Nguyễn Phúc Hải,1," cái đầu mua về thì không báo rung-chuông tin nhắn tới, cái thứ 2 thì vẫn bị vọng tiếng bên người gọi tới"
Tô Trần Hải Lan,2, pin 5000 mà không dùng được 1 ngày dù chỉ lướt facebook không hề chơi game
Đào Trọng Thái,2,mới dùng chưa được 1 tháng cứ 2 phút mất sóng 1 lần
Pham Tan Tai,2, thêm nữa coloros đã có manager file rồi manager file của android one không biết để làm gì cho chật chỗ
Nguyễn Thị Thảo,1,"em mới mua được 3 ngày về dùng rất là nóng máy,nhanh hết pin,call video mess với sạc và chụp hình một lúc là nóng như kiểu muốn nổ pin luôn"
,1,điện thoại rơi cái hỏng luôn rồi
Trần Thanh Thảo,2, đã reset máy mà vẫn bị
Nhân,1,sài sim viettel sử dụng máy khác thì bình thường gắn vô samsung a32 thì có 2 vạch
,1, bật lên đầy pin để qua hôm sau sập nguồn sạc không vào bật hết lên
Thương,1,dòng này dở quá cứ chơi game là giật lag hay đứng máy
Nguyễn Thị Xuân Mai,1, thua cả điện thoại oppo hàng rẻ tiền
Hoàng Dùng Quay,2,đang có dự định mua thì đừng mua nhà với giá 4 triệu mấy mà mấy mới mua có bốn ngày nó đơ còn hơn cái máy mua 2 năm trước nữa 
Anh Khánh,2,sản phẩm lỗi chụp ảnh zalo
Nhàn,2,mới mua 2 ngày chụp hình bị đốm xanh là bị sao mong ad phản hồi
Huỳnh Thái Toàn,2,"máy mua được 1 tuần xài tốt nhưng bắt wifi cực chậm lag với màu nóng , pin tụt rất nhanh"
,1," không trùng imei, vỏ mới ọp ẹp"
,1," chót mua rồi nên phải chịu thôi, mọi người nên xem xét kỹ nhé"
,1, dởm tù củ sạc đến máy
,1, né ra dùm ạ mình khuyên chân thành
Vân,1, dùng facebook youtube không nghe thấy tiếng
Le Quoc Hung,1, bị lỗi nói chuyện bên kia không nghe
,1,liệt phím đèn màn hình không sáng
Đinh Tâm,2, pin không dùng cũng tự xuống
